Date,Capital
2025-02-05,452522.0858
2025-02-06,447659.677
2025-02-07,452302.1047
2025-02-10,454333.5423
2025-02-11,452363.7291
2025-02-12,455767.4405
2025-02-13,455819.2489
2025-02-14,456014.1814
2025-02-18,457326.8935
2025-02-19,450759.9672
2025-02-20,438693.0706
2025-02-21,435106.7525
2025-02-24,438229.2066
2025-02-25,439646.9487
2025-02-26,442675.8346
2025-02-27,449133.3688
2025-02-28,448762.0414
2025-03-03,441478.9106
2025-03-04,444982.1816
2025-03-05,444047.5653
2025-03-06,439925.2077
2025-03-07,426472.7324
2025-03-10,425628.2147
2025-03-11,422864.4549
2025-03-12,422540.8395
2025-03-13,431148.4081
2025-03-14,435481.9601
2025-03-17,432102.8118
2025-03-18,436721.2926
2025-03-19,437627.3467
2025-03-20,435405.106
2025-03-21,440343.0721
2025-03-24,435263.5439
2025-03-25,434571.765
2025-03-26,432033.8532
2025-03-27,425797.7794
2025-03-28,426322.4861
2025-03-31,427349.6516
2025-04-01,428702.3507
2025-04-02,427770.157
2025-04-03,403033.7448
2025-04-04,401378.5078
2025-04-07,393044.3887
2025-04-08,427590.2678
2025-04-09,425639.4943
2025-04-10,432241.8164
2025-04-11,435403.9356
2025-04-14,433924.2196
2025-04-15,426772.4103
2025-04-16,427126.8918
2025-04-17,412577.1028
2025-04-21,426052.2668
2025-04-22,425427.5706
2025-04-23,426955.6895
2025-04-24,425960.9273
2025-04-25,426873.5922
2025-04-28,428737.6302
2025-04-29,428864.186
2025-04-30,432384.7421
2025-05-01,434956.1913
2025-05-02,432517.1832
2025-05-05,430080.5708
2025-05-06,432126.6809
2025-05-07,433935.0253
2025-05-08,429896.5208
2025-05-09,441199.1846
2025-05-12,430452.953
2025-05-13,425819.9798
2025-05-14,429771.3292
2025-05-15,434709.0921
2025-05-16,433502.7627
2025-05-19,431736.267
2025-05-20,423994.2665
2025-05-21,424296.483
2025-05-22,423321.4293
2025-05-23,433550.6449
2025-05-27,431092.3184
2025-05-28,431834.7382
2025-05-29,432672.3581
2025-05-30,434423.618
2025-06-02,437265.4212
2025-06-03,435629.9676
2025-06-04,434275.1746
2025-06-05,437964.5191
2025-06-06,437000.0568
2025-06-09,437739.7329
2025-06-10,436152.4394
2025-06-11,436828.5722
2025-06-12,426554.576
2025-06-13,432344.0627
2025-06-16,426842.4453
2025-06-17,426340.0455
2025-06-18,424947.2935
2025-06-20,429150.2366
2025-06-23,434488.5331
2025-06-24,431519.3366
2025-06-25,436310.7973
2025-06-26,439342.6555
2025-06-27,443016.1052
2025-06-30,450171.3589
2025-07-01,449024.0222
2025-07-02,453403.7965
2025-07-03,450457.3747
2025-07-07,448703.061
2025-07-08,447848.3569
2025-07-09,446611.8839
2025-07-10,444669.2222
2025-07-11,445266.1488
2025-07-14,443563.4366
2025-07-15,449016.6523
2025-07-16,452255.4198
2025-07-17,450398.3473
2025-07-18,448619.7515
2025-07-21,450410.3654
2025-07-22,454057.8473
2025-07-23,450283.1273
2025-07-24,452492.2938
2025-07-25,451648.0027
2025-07-28,453651.3988
2025-07-29,451239.3691
2025-07-30,444852.1302
2025-07-31,441768.2119
2025-08-01,447806.0652
2025-08-04,447024.2098
2025-08-05,449014.1501
2025-08-06,446853.4058
2025-08-07,446208.646
2025-08-08,442495.3985
2025-08-11,445146.1909
2025-08-12,449122.5841
2025-08-13,448656.598
2025-08-14,448213.2847
2025-08-15,450838.1658
2025-08-18,452530.8799
2025-08-19,451286.5625
2025-08-20,450609.618
2025-08-21,461114.6542
2025-08-22,456817.9128
2025-08-25,459445.4178
2025-08-26,462025.0955
2025-08-27,461787.375
2025-08-28,464361.2527
2025-08-29,459130.1414
2025-09-02,461238.0271
2025-09-03,463936.0342
2025-09-04,462319.6264
2025-09-05,463661.5123
2025-09-08,464224.628
2025-09-09,461723.3327
2025-09-10,468280.0387
2025-09-11,464787.9776
2025-09-12,464636.2711
2025-09-15,462409.8772
2025-09-16,462658.6661
2025-09-17,464042.6401
2025-09-18,463508.0359
2025-09-19,461367.1694
2025-09-22,461819.4324
2025-09-23,461081.3073
2025-09-24,461973.5923
2025-09-25,464591.0239
2025-09-26,465049.8653
2025-09-29,466086.4946
2025-09-30,461799.4997
2025-10-01,461912.3853
2025-10-02,463834.4513
2025-10-03,463096.5152
2025-10-06,462397.4913
2025-10-07,461487.394
2025-10-08,459814.0758
2025-10-09,450904.8572
2025-10-10,457716.0131
2025-10-13,461729.7296
2025-10-14,461719.123
2025-10-15,460663.2224
2025-10-16,466888.6343
2025-10-17,474503.3716
2025-10-20,476291.2273
2025-10-21,474446.592
2025-10-22,476796.4537
2025-10-23,481451.7694
2025-10-24,481029.8389
2025-10-27,477782.5878
2025-10-28,479603.9263
2025-10-29,477896.3218
2025-10-30,482829.2689
2025-10-31,478472.8084
2025-11-03,475203.3694
2025-11-04,478112.2054
2025-11-05,471615.5828
2025-11-06,473416.8121
2025-11-07,477114.4531
2025-11-10,485656.0541
2025-11-11,487993.48
2025-11-12,485382.1537
2025-11-13,481300.8148
2025-11-14,473898.6451
2025-11-17,468968.2904
2025-11-18,467245.6803
2025-11-19,466166.7426
2025-11-20,468609.1412
2025-11-21,470538.8062
2025-11-24,479200.6328
2025-11-25,481633.4873
2025-11-26,485946.2718
2025-11-28,480369.3573
2025-12-01,486230.7631
2025-12-02,490652.658
2025-12-03,489659.4005
2025-12-04,485844.6514
2025-12-05,479233.6703
2025-12-08,478034.2671
2025-12-09,483930.5151
2025-12-10,488708.8132
2025-12-11,487045.8675
2025-12-12,486016.5863
2025-12-15,485132.9722
2025-12-16,486822.0545
2025-12-17,488821.6405
2025-12-18,487330.9858
2025-12-19,486478.5833
2025-12-22,486414.6294
2025-12-23,489687.1147
2025-12-24,490237.6284
2025-12-26,488194.176
2025-12-29,487055.9628
2025-12-30,483379.969
2025-12-31,481226.9416
2026-01-02,484247.7685
2026-01-05,485505.8113
2026-01-06,483398.0677
2026-01-07,491721.4109
2026-01-08,492190.7542
2026-01-09,488909.2848
2026-01-12,480608.8533
2026-01-13,479782.1566
2026-01-14,483310.0485
2026-01-15,482531.9394
2026-01-16,474187.9688
2026-01-20,480494.2744
2026-01-21,485476.1147
2026-01-22,484622.5693
2026-01-23,487845.8972
2026-01-26,477934.3864
2026-01-27,477111.6173
2026-01-28,480088.8422
2026-01-29,477049.5252
2026-01-30,482379.6475
2026-02-02,478096.7047
2026-02-03,481448.0576
2026-02-04,476263.5135
2026-02-05,486339.9702
2026-02-06,482627.1026
2026-02-09,483329.9437
2026-02-10,480269.4748
2026-02-11,465110.5976
2026-02-12,468726.9129
2026-02-13,471860.5525
2026-02-17,470944.5024
2026-02-18,470530.1961
2026-02-19,471865.5971
2026-02-20,468423.1731
2026-02-23,472698.0302
2026-02-24,473807.9183
2026-02-25,472657.5306
2026-02-26,478523.4281
2026-02-27,480499.8138
2026-03-02,474769.5163
2026-03-03,477569.8219
2026-03-04,473747.5461
2026-03-05,469376.2073
2026-03-06,471832.9938
2026-03-09,471031.1318
2026-03-10,470222.2481
2026-03-11,463300.1546
2026-03-12,464498.396
2026-03-13,469945.5726
2026-03-16,469142.0904
2026-03-17,461184.3453
2026-03-18,457604.0801
2026-03-19,450880.1391
2026-03-20,457417.4249
2026-03-23,451860.8355
2026-03-24,454123.7853
2026-03-25,453580.5736
2026-03-26,443779.1752
2026-03-27,447415.9185
2026-03-30,458769.1324
2026-03-31,455631.2656
2026-04-01,456800.4837
2026-04-02,457200.419
2026-04-06,451731.5012
2026-04-07,461793.531
2026-04-08,460565.5219
2026-04-09,454089.5779
2026-04-10,459086.8171
2026-04-13,459726.394
2026-04-14,458145.279
2026-04-15,460890.4339
2026-04-16,470033.9778
2026-04-17,470159.8052
2026-04-20,463160.4625
2026-04-21,465198.5684
2026-04-22,462446.6142
2026-04-23,465746.6089
2026-04-24,464667.7847
2026-04-27,467996.075
2026-04-28,464420.1818
2026-04-29,467895.6308
2026-04-30,472640.1098
2026-05-01,466071.9459
2026-05-04,471015.938
2026-05-05,480513.6111
2026-05-06,481769.75
2026-05-07,480850.2197
2026-05-08,478852.1827
2026-05-11,477514.9401
2026-05-12,473546.1579
2026-05-13,476583.8486
2026-05-14,472610.4881
2026-05-15,472624.0496
2026-05-18,468739.0863
2026-05-19,477396.478
2026-05-20,478903.325
2026-05-21,479943.2941
2026-05-22,477283.8664
2026-05-26,481901.2296
2026-05-27,481902.442
2026-05-28,480697.7368
2026-05-29,478894.6846
2026-06-01,481174.7392
2026-06-02,471069.2744
2026-06-03,474472.6178
2026-06-04,472989.8794
2026-06-05,473284.4682
2026-06-08,472014.4067
2026-06-09,466430.2325
2026-06-10,481402.6274
2026-06-11,484902.5627
2026-06-12,488061.2048
2026-06-15,487980.2414
2026-06-16,478966.7742
2026-06-17,479449.4818
2026-06-18,479449.4818
